,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
4829,−313.09.00,264.06.00,2387.39.00,−1586.48.00,914.08.00,mustard silt,803.42.00,−1308.51.00,6835.25.00,−90246.50.00,TRUE,FALSE,−1688.22.00
4830,1377.25.00,−1384.37.00,1868.02.00,−1255.09.00,−1380.29.00,surströmming,897.09.00,−464.41.00,7107.15.00,−89323.02.00,FALSE,FALSE,962.08.00
4831,1590.25.00,242.38.00,1390.59.00,−1207.43.00,533.48.00,mustard silt,−1008.34.00,653.37.00,6338.37.00,−89953.32.00,TRUE,FALSE,−1118.22.00
4832,−117.31.00,298.58.00,1221.42.00,−453.12.00,990.51.00,mustard silt,−692.42.00,−699.08.00,6955.55.00,−90777.52.00,TRUE,FALSE,−818.11.00
4833,646.34.00,−367.20.00,2114.44.00,−1703.58.00,−1141.17.00,surströmming,902.01.00,636.32.00,6827.28.00,−90681.11.00,TRUE,FALSE,1187.54.00
4834,1388.27.00,−126.47.00,1650.34.00,−206.07.00,−278.56.00,surströmming,1158.17.00,−1246.25.00,5925.42.00,−90614.57.00,TRUE,FALSE,−260.01.00
4835,95.25.00,1577.34.00,1400.11.00,−417.22.00,139.19.00,mustard silt,−811.05.00,−869.46.00,6794.23.00,−89730.14.00,TRUE,FALSE,−75.47.00
4836,−719.55.00,729.00.00,2559.55.00,−108.47.00,271.15.00,mustard silt,656.53.00,−391.22.00,6664.08.00,−90678.20.00,TRUE,FALSE,−287.00.00
4837,1492.59.00,−1156.43.00,2527.31.00,−1563.25.00,−879.06.00,surströmming,−284.02.00,−1431.19.00,7010.47.00,−89520.38.00,TRUE,FALSE,407.39.00
4838,334.41.00,−465.52.00,1710.05.00,−256.32.00,−1024.55.00,surströmming,−1238.41.00,−16.26.00,6984.05.00,−90150.38.00,TRUE,FALSE,382.40.00
4839,146.56.00,08.43,1061.58.00,−186.03.00,19.10,mustard silt,439.36.00,−1173.08.00,5484.07.00,−90144.39.00,TRUE,FALSE,1497.30.00
4840,371.27.00,−557.23.00,1903.26.00,−1740.36.00,−1226.15.00,surströmming,1272.08.00,955.46.00,6581.36.00,−90193.17.00,TRUE,FALSE,652.07.00
4841,1480.36.00,143.13.00,1792.51.00,−267.12.00,315.04.00,silt med schnapps,1080.08.00,−1226.29.00,5517.48.00,−89402.35.00,TRUE,FALSE,−578.38.00
4842,−505.20.00,399.02.00,1543.03.00,−1176.54.00,1211.01.00,mustard silt,−544.55.00,513.16.00,6488.16.00,−90219.58.00,TRUE,FALSE,−892.47.00
4843,1586.00.00,−1386.09.00,2144.09.00,−439.41.00,−1383.51.00,surströmming,933.38.00,1309.28.00,6507.04.00,−89882.59.00,TRUE,FALSE,1535.50.00
4844,−206.54.00,61.46.00,2599.30.00,−1185.19.00,469.02.00,mustard silt,−237.20.00,−636.05.00,6691.39.00,−90106.31.00,TRUE,FALSE,−1266.53.00
4845,691.42.00,−687.47.00,1518.03.00,−495.19.00,−180.35.00,surströmming,205.37.00,−127.36.00,5735.11.00,−90167.17.00,TRUE,FALSE,1480.49.00
4846,1340.38.00,−1278.42.00,2143.55.00,−1353.41.00,−1147.29.00,surströmming,−1310.04.00,−1045.46.00,6238.56.00,−90140.58.00,FALSE,FALSE,926.36.00
4847,1426.27.00,455.12.00,2502.28.00,−1087.22.00,1001.26.00,mustard silt,586.33.00,−59.25.00,5728.39.00,−89622.35.00,FALSE,FALSE,−1265.43.00
4848,1499.28.00,−1638.28.00,1767.02.00,−1739.45.00,−273.17.00,surströmming,−511.04.00,−77.53.00,6862.43.00,−90289.58.00,TRUE,FALSE,351.39.00
4849,−1284.40.00,888.34.00,2031.17.00,−1398.49.00,622.19.00,mustard silt,−949.16.00,−722.55.00,5702.04.00,−90012.27.00,TRUE,FALSE,−472.09.00
4850,252.09.00,1189.49.00,2367.53.00,−227.58.00,951.57.00,mustard silt,−1551.05.00,124.21.00,6190.44.00,−90640.50.00,TRUE,FALSE,−84.12.00
4851,1242.42.00,−1203.08.00,1041.16.00,−1450.39.00,−981.13.00,silt med schnapps,−655.25.00,−575.42.00,6592.01.00,−90280.13.00,TRUE,FALSE,1308.55.00
4852,562.52.00,844.32.00,1040.26.00,−1107.58.00,192.19.00,mustard silt,−1403.33.00,−288.17.00,5836.11.00,−89191.21.00,FALSE,FALSE,−1035.13.00
4853,38.24.00,−26.40.00,1375.18.00,−1542.40.00,−58.39.00,surströmming,−1127.47.00,768.41.00,6191.36.00,−90118.30.00,TRUE,FALSE,391.41.00
4854,1570.15.00,−255.28.00,1050.29.00,−1685.28.00,−562.02.00,mustard silt,940.03.00,1334.52.00,6763.39.00,−89565.59.00,TRUE,FALSE,−631.40.00
4855,996.25.00,−994.14.00,1842.47.00,−1646.46.00,−521.38.00,surströmming,1624.06.00,−901.47.00,6401.27.00,−90701.55.00,TRUE,FALSE,222.08.00
4856,1589.43.00,192.49.00,1920.36.00,−780.35.00,424.11.00,surströmming,1142.20.00,−769.00.00,6590.26.00,−90272.43.00,TRUE,FALSE,−55.54.00
4857,264.47.00,−1517.39.00,2432.07.00,−1473.08.00,−07.31.00,surströmming,868.21.00,−343.42.00,6280.29.00,−90053.41.00,TRUE,FALSE,580.03.00
4858,1461.52.00,−1414.02.00,1435.33.00,−398.21.00,−1445.12.00,mustard silt,−1400.41.00,794.27.00,5606.13.00,−90028.58.00,FALSE,FALSE,804.24.00
4859,−461.05.00,1033.52.00,2349.35.00,−1225.44.00,941.59.00,mustard silt,1418.12.00,1547.45.00,6742.35.00,−90737.53.00,TRUE,FALSE,−775.43.00
4860,622.43.00,839.59.00,1938.42.00,−1704.37.00,182.17.00,mustard silt,705.49.00,−733.06.00,6140.14.00,−89952.22.00,TRUE,FALSE,−92.19.00
4861,336.42.00,−246.33.00,1443.52.00,−129.27.00,−1208.41.00,surströmming,1221.49.00,−469.16.00,5794.48.00,−89530.15.00,TRUE,FALSE,349.55.00
4862,141.19.00,152.10.00,1337.47.00,−1148.05.00,667.53.00,mustard silt,849.19.00,307.51.00,5642.20.00,−89980.20.00,TRUE,FALSE,−311.09.00
4863,394.16.00,−301.50.00,1218.01.00,−674.08.00,−664.02.00,mustard silt,1536.54.00,−1253.35.00,5943.49.00,−89346.48.00,FALSE,FALSE,617.33.00
4864,694.46.00,521.59.00,1713.05.00,−1447.10.00,1148.23.00,mustard silt,917.10.00,−357.20.00,6638.36.00,−90671.00.00,TRUE,FALSE,−766.56.00
4865,217.30.00,−157.01.00,2228.22.00,−1619.35.00,−345.26.00,mexicansk silt,−16.58.00,941.15.00,5719.23.00,−90825.29.00,TRUE,FALSE,1445.36.00
4866,1566.45.00,21.51,1096.25.00,−733.10.00,48.04.00,mustard silt,−1255.33.00,−157.47.00,6081.00.00,−89228.03.00,FALSE,FALSE,−783.39.00
4867,762.26.00,998.57.00,1620.24.00,−1706.50.00,532.02.00,mustard silt,−1394.07.00,856.01.00,7016.54.00,−89387.45.00,TRUE,FALSE,−1594.30.00
4868,391.17.00,989.33.00,2399.40.00,−1016.25.00,511.20.00,mustard silt,−1047.02.00,1120.04.00,6620.30.00,−89899.53.00,FALSE,FALSE,−1439.41.00
4869,15.51,−193.56.00,1215.10.00,−1470.25.00,−426.39.00,mustard silt,519.35.00,616.09.00,6849.59.00,−90354.41.00,TRUE,FALSE,17.32
4870,114.52.00,142.52.00,1063.02.00,−826.06.00,314.18.00,mustard silt,−516.39.00,−28.44.00,6850.53.00,−90477.05.00,FALSE,FALSE,1560.57.00
4871,303.52.00,−206.57.00,2123.08.00,−289.52.00,−788.26.00,surströmming,632.06.00,−141.54.00,5669.50.00,−89237.22.00,TRUE,FALSE,713.54.00
4872,−816.40.00,1158.09.00,2550.05.00,−1470.42.00,1548.32.00,mustard silt,679.22.00,734.56.00,7129.10.00,−90264.37.00,TRUE,FALSE,−132.01.00
4873,218.27.00,1456.11.00,1028.09.00,−1729.52.00,1537.56.00,mustard silt,−173.39.00,−684.57.00,5648.54.00,−90162.29.00,TRUE,FALSE,−1606.05.00
4874,47.15.00,−49.19.00,2355.26.00,−1436.26.00,−108.31.00,mustard silt,−75.29.00,−621.55.00,6100.40.00,−89402.45.00,TRUE,FALSE,1324.25.00
4875,199.01.00,−271.55.00,1844.21.00,−1728.19.00,−1264.29.00,surströmming,205.14.00,−380.36.00,6427.21.00,−89334.32.00,TRUE,FALSE,329.07.00
4876,1443.57.00,−1216.47.00,1148.48.00,−379.37.00,−1011.15.00,surströmming,−1265.55.00,930.15.00,6185.35.00,−89617.55.00,TRUE,FALSE,598.25.00
4877,891.09.00,−886.31.00,2385.04.00,−1517.02.00,−284.39.00,silt med schnapps,162.34.00,1211.25.00,7058.45.00,−90000.12.00,TRUE,FALSE,226.37.00
4878,488.51.00,−704.58.00,1111.49.00,−224.54.00,−218.23.00,surströmming,1546.30.00,−68.01.00,6088.20.00,−90005.24.00,TRUE,FALSE,1129.07.00
4879,995.25.00,476.34.00,2557.05.00,−1243.00.00,1048.27.00,mustard silt,1452.52.00,−1358.27.00,5666.12.00,−89290.59.00,TRUE,FALSE,−1136.36.00
4880,624.09.00,1114.02.00,2531.39.00,−137.50.00,785.12.00,mustard silt,118.27.00,−1555.29.00,6271.31.00,−90184.22.00,TRUE,FALSE,−1389.44.00
4881,1554.00.00,67.42.00,2133.12.00,−471.45.00,148.56.00,silt med schnapps,581.16.00,−508.49.00,6800.32.00,−90682.51.00,TRUE,FALSE,−69.48.00
4882,1576.43.00,146.27.00,1280.09.00,−398.27.00,322.11.00,surströmming,137.43.00,−443.02.00,6667.28.00,−90539.48.00,TRUE,FALSE,−1025.53.00
4883,518.06.00,−267.49.00,2189.11.00,−1058.43.00,−589.12.00,mustard silt,−205.40.00,15.59,6749.28.00,−90395.21.00,FALSE,FALSE,1464.47.00
4884,69.35.00,171.35.00,1727.45.00,−104.30.00,377.29.00,silt med onions,715.00.00,676.13.00,5606.41.00,−89620.38.00,TRUE,FALSE,461.28.00
4885,421.29.00,1205.12.00,1883.48.00,−1540.49.00,985.46.00,mustard silt,21.50,−691.01.00,6772.35.00,−90551.10.00,TRUE,FALSE,−187.50.00
4886,537.01.00,−806.33.00,1300.10.00,−1686.08.00,−108.44.00,surströmming,−974.41.00,1446.29.00,5573.00.00,−90104.58.00,TRUE,FALSE,299.55.00
4887,1507.10.00,−1110.31.00,2092.26.00,−249.50.00,−1110.37.00,surströmming,312.00.00,1448.52.00,5698.56.00,−89746.09.00,TRUE,FALSE,899.27.00
4888,943.12.00,−885.54.00,2521.27.00,−1225.09.00,−616.27.00,surströmming,−205.15.00,322.36.00,5858.31.00,−90267.18.00,FALSE,FALSE,1231.46.00
4889,578.35.00,−758.55.00,1560.03.00,−499.40.00,−03.58.00,mustard silt,733.16.00,831.26.00,6531.56.00,−90734.02.00,FALSE,FALSE,1675.34.00
4890,1458.29.00,208.14.00,1895.22.00,−272.36.00,458.07.00,silt med onions,591.35.00,1081.52.00,7039.04.00,−90380.04.00,TRUE,FALSE,−1633.27.00
4891,737.29.00,1092.22.00,2390.25.00,−1414.57.00,737.32.00,mustard silt,−1334.03.00,−1524.37.00,6710.11.00,−89938.00.00,TRUE,FALSE,−790.52.00
4892,287.47.00,−95.29.00,1894.21.00,−855.04.00,−210.05.00,surströmming,−909.22.00,−1552.37.00,5556.13.00,−90626.58.00,TRUE,FALSE,1461.20.00
4893,1036.46.00,611.14.00,1432.31.00,−609.09.00,1344.42.00,mustard silt,1525.27.00,299.27.00,6025.47.00,−89480.03.00,FALSE,FALSE,−464.11.00
4894,659.19.00,−680.52.00,1547.58.00,−836.21.00,−1497.55.00,surströmming,−1056.31.00,−337.55.00,5969.03.00,−90099.23.00,TRUE,FALSE,1542.23.00
4895,1277.22.00,−1518.08.00,1053.29.00,−1210.52.00,−08.33.00,silt med schnapps,1024.51.00,508.51.00,5699.21.00,−90319.00.00,FALSE,FALSE,1382.42.00
4896,1424.59.00,−1567.07.00,1268.49.00,−395.37.00,−116.19.00,surströmming,415.39.00,670.11.00,6930.53.00,−90489.45.00,TRUE,FALSE,1375.49.00
4897,1415.38.00,104.27.00,2072.50.00,−1431.18.00,229.47.00,mustard silt,170.57.00,953.34.00,7032.46.00,−90614.45.00,TRUE,FALSE,−355.55.00
4898,1548.04.00,283.43.00,1409.50.00,−1490.58.00,624.10.00,mustard silt,1000.38.00,−436.22.00,5510.42.00,−89452.30.00,TRUE,FALSE,−1560.39.00
4899,454.17.00,−188.10.00,2266.22.00,−1415.20.00,−413.59.00,old-fashioned silt,−576.49.00,989.32.00,6148.41.00,−89448.38.00,TRUE,FALSE,1643.52.00
4900,257.15.00,1491.53.00,1415.30.00,−245.12.00,1616.28.00,mustard silt,559.54.00,−433.13.00,6310.32.00,−89992.12.00,TRUE,FALSE,−304.58.00
4901,1326.15.00,335.07.00,2649.12.00,−1435.24.00,737.14.00,mustard silt,−434.28.00,−551.53.00,5630.52.00,−90167.27.00,TRUE,FALSE,−1205.15.00
4902,701.19.00,−983.22.00,2093.25.00,−107.17.00,−830.52.00,surströmming,−476.05.00,−954.35.00,6777.41.00,−89491.30.00,TRUE,FALSE,583.34.00
4903,−862.02.00,773.49.00,1099.26.00,−956.06.00,369.52.00,mustard silt,−1139.50.00,−941.11.00,6385.54.00,−89630.12.00,FALSE,FALSE,−627.28.00
4904,1612.23.00,−1652.47.00,2136.13.00,−1047.29.00,−304.46.00,surströmming,−516.21.00,1636.54.00,7122.13.00,−90764.27.00,FALSE,FALSE,1185.18.00
4905,834.33.00,−332.16.00,2091.14.00,−1506.00.00,−730.58.00,curry silt,−1041.15.00,560.41.00,5889.02.00,−89358.35.00,TRUE,FALSE,581.37.00
4906,319.23.00,1110.55.00,1268.12.00,−933.46.00,778.22.00,mustard silt,769.48.00,−299.01.00,5947.35.00,−90027.32.00,FALSE,FALSE,−1435.51.00
4907,129.49.00,−103.50.00,2618.17.00,−1055.09.00,−561.33.00,surströmming,340.37.00,1161.37.00,5822.12.00,−90294.29.00,FALSE,FALSE,586.54.00
4908,870.48.00,−754.42.00,2241.44.00,−1057.40.00,−327.48.00,surströmming,−1002.09.00,−25.34.00,6845.04.00,−90522.54.00,FALSE,FALSE,803.15.00
4909,−377.46.00,471.04.00,2116.27.00,−1502.44.00,1369.28.00,mustard silt,−621.48.00,−1087.39.00,6748.31.00,−89733.44.00,TRUE,FALSE,−1723.49.00
4910,1268.40.00,467.58.00,1516.42.00,−1107.54.00,1029.32.00,mustard silt,−623.23.00,1008.00.00,5525.47.00,−89594.17.00,FALSE,FALSE,−486.25.00
4911,151.50.00,−240.01.00,1668.27.00,−1469.02.00,−528.03.00,silt med schnapps,652.40.00,−660.24.00,6104.26.00,−89903.43.00,TRUE,FALSE,1212.54.00
4912,632.01.00,−813.00.00,1140.17.00,−947.54.00,−122.55.00,mustard silt,08.57,670.56.00,7019.49.00,−90104.38.00,FALSE,FALSE,806.02.00
4913,454.09.00,−619.38.00,2107.28.00,−253.48.00,−1363.12.00,surströmming,731.31.00,−947.16.00,6136.09.00,−89995.51.00,TRUE,FALSE,1557.11.00
4914,385.00.00,1396.03.00,1919.17.00,−1682.32.00,1405.39.00,mustard silt,1190.51.00,−268.18.00,6536.17.00,−90481.04.00,TRUE,FALSE,−328.20.00
4915,826.16.00,−719.22.00,2419.14.00,−1224.21.00,−250.05.00,surströmming,−1413.39.00,595.36.00,6244.18.00,−90417.23.00,FALSE,FALSE,331.08.00
4916,388.27.00,−238.35.00,1868.22.00,−268.55.00,−524.53.00,surströmming,734.21.00,280.47.00,6813.57.00,−90436.57.00,TRUE,FALSE,1484.27.00
4917,360.16.00,−181.08.00,2295.58.00,−1628.30.00,−398.30.00,mexicansk silt,−270.50.00,−731.32.00,5685.14.00,−90261.44.00,TRUE,FALSE,289.02.00
4918,242.02.00,−76.01.00,2180.46.00,−113.59.00,−500.22.00,surströmming,800.21.00,38.54.00,5548.52.00,−89436.38.00,TRUE,FALSE,982.35.00
4919,63.41.00,−23.22.00,1780.45.00,−331.50.00,−51.25.00,surströmming,584.01.00,599.46.00,6528.16.00,−89978.32.00,TRUE,FALSE,193.33.00
4920,566.22.00,−661.10.00,1711.36.00,−1548.32.00,−1454.33.00,surströmming,1050.16.00,137.41.00,6201.30.00,−90486.40.00,TRUE,FALSE,307.45.00
4921,−522.12.00,543.38.00,2606.40.00,−511.57.00,1529.07.00,mustard silt,−826.14.00,1328.12.00,7004.09.00,−90485.09.00,TRUE,FALSE,−371.29.00
4922,595.41.00,980.58.00,1023.33.00,−799.35.00,492.27.00,mustard silt,−1013.10.00,540.20.00,6216.25.00,−90448.36.00,FALSE,FALSE,−1068.38.00
4923,1204.19.00,424.48.00,1379.28.00,−1396.28.00,934.33.00,mustard silt,1531.50.00,712.36.00,6259.53.00,−89442.46.00,TRUE,FALSE,−441.05.00
4924,1510.45.00,−1632.29.00,2130.25.00,−1716.27.00,−260.08.00,surströmming,−75.40.00,−1623.48.00,5689.43.00,−90370.28.00,TRUE,FALSE,1097.33.00
4925,−119.04.00,1459.09.00,1331.05.00,−464.15.00,1544.29.00,old-fashioned silt,921.35.00,−786.56.00,5979.39.00,−89913.47.00,TRUE,FALSE,−840.43.00
4926,54.59.00,1284.26.00,1480.14.00,−1060.35.00,1160.05.00,mustard silt,−878.27.00,979.57.00,5541.47.00,−89907.33.00,FALSE,FALSE,−1225.06.00
4927,1269.42.00,428.25.00,1648.31.00,−1366.23.00,942.31.00,old-fashioned silt,321.17.00,436.51.00,6407.23.00,−89428.28.00,TRUE,FALSE,−1201.34.00
4928,48.58.00,−139.11.00,1199.43.00,−300.23.00,−306.13.00,surströmming,−913.24.00,846.49.00,6117.55.00,−90769.48.00,TRUE,FALSE,832.18.00
4929,612.09.00,868.38.00,2082.40.00,−1066.51.00,245.21.00,mustard silt,−1636.05.00,−1050.10.00,5995.46.00,−90087.41.00,FALSE,FALSE,−548.47.00
4930,1354.17.00,544.42.00,2278.09.00,−235.10.00,1198.20.00,mustard silt,1196.59.00,−482.58.00,6631.02.00,−89520.29.00,TRUE,FALSE,−1654.53.00
4931,719.29.00,−578.27.00,2471.46.00,−1540.00.00,−1272.35.00,curry silt,−646.51.00,−581.52.00,5727.18.00,−90256.35.00,TRUE,FALSE,1681.20.00
4932,639.23.00,−639.02.00,1271.21.00,−467.02.00,−1405.52.00,surströmming,−1391.49.00,501.34.00,6989.56.00,−89262.55.00,TRUE,FALSE,407.22.00
4933,1485.19.00,−204.38.00,2131.06.00,−127.40.00,−783.19.00,surströmming,43.26.00,1351.38.00,6034.24.00,−90004.39.00,TRUE,FALSE,1491.56.00
4934,608.39.00,964.31.00,2591.23.00,−1139.15.00,456.16.00,mustard silt,−517.23.00,−596.16.00,7141.45.00,−89312.54.00,FALSE,FALSE,−469.33.00
4935,52.47.00,165.10.00,1380.51.00,−155.42.00,363.21.00,surströmming,−97.46.00,−16.07.00,6242.45.00,−89763.52.00,TRUE,FALSE,1114.08.00
4936,1288.33.00,353.28.00,1908.22.00,−1231.08.00,777.38.00,mustard silt,−676.30.00,1528.10.00,6307.34.00,−89274.00.00,TRUE,FALSE,−962.14.00
4937,228.39.00,−03.44.00,1391.11.00,−163.50.00,−08.13.00,surströmming,190.14.00,41.10.00,6582.13.00,−89514.40.00,TRUE,FALSE,1583.53.00
4938,327.47.00,−273.43.00,1130.11.00,−998.12.00,−602.10.00,mustard silt,1043.09.00,−1270.46.00,6542.21.00,−89349.32.00,FALSE,FALSE,580.10.00
4939,118.50.00,−102.01.00,1334.49.00,−139.42.00,−224.26.00,mustard silt,−535.42.00,−431.31.00,7135.49.00,−89482.41.00,TRUE,FALSE,229.24.00
4940,618.27.00,−439.33.00,2256.02.00,−1558.32.00,−967.00.00,curry silt,−403.40.00,189.37.00,6602.32.00,−90223.48.00,TRUE,FALSE,1518.44.00
4941,833.07.00,−536.15.00,2497.34.00,−1392.13.00,−1179.45.00,old-fashioned silt,−47.56.00,−122.42.00,6140.21.00,−90658.45.00,TRUE,FALSE,713.10.00
4942,836.04.00,−796.42.00,1845.35.00,−682.13.00,−87.04.00,surströmming,815.22.00,−1120.21.00,5940.50.00,−89859.13.00,TRUE,FALSE,534.38.00
4943,−1001.34.00,1163.09.00,2394.04.00,−1220.54.00,1559.32.00,mustard silt,−891.01.00,−1506.43.00,5619.12.00,−89424.51.00,TRUE,FALSE,−1127.10.00
4944,668.27.00,762.14.00,1817.08.00,−201.51.00,11.15,old-fashioned silt,−301.51.00,576.27.00,5932.29.00,−90349.36.00,TRUE,FALSE,−1198.13.00
4945,99.56.00,1662.50.00,2236.21.00,−1315.21.00,326.55.00,mustard silt,1084.23.00,275.36.00,6086.43.00,−89630.50.00,TRUE,FALSE,−1097.43.00
4946,614.28.00,913.14.00,2325.30.00,−182.33.00,343.27.00,mustard silt,935.00.00,1291.59.00,5850.34.00,−90824.23.00,TRUE,FALSE,−311.55.00
4947,434.02.00,−408.21.00,1590.43.00,−388.47.00,−1231.31.00,surströmming,609.11.00,246.24.00,7135.04.00,−89535.50.00,TRUE,FALSE,293.01.00
4948,−500.45.00,647.32.00,2621.10.00,−1454.05.00,92.03.00,mustard silt,−1265.40.00,174.44.00,5720.11.00,−90696.15.00,TRUE,FALSE,−957.25.00
4949,630.29.00,−607.28.00,2173.01.00,−256.12.00,−03.55.00,surströmming,1110.46.00,666.12.00,7007.13.00,−90128.06.00,TRUE,FALSE,413.17.00
4950,101.08.00,1622.07.00,1445.02.00,−1501.15.00,237.20.00,mustard silt,18.11,1227.23.00,6050.34.00,−89736.02.00,TRUE,FALSE,−1433.17.00
4951,765.06.00,−316.44.00,2357.14.00,−1243.30.00,−696.49.00,mustard silt,426.08.00,227.29.00,5899.26.00,−90047.38.00,FALSE,FALSE,573.29.00
4952,1088.10.00,−1090.04.00,1360.59.00,−461.37.00,−732.28.00,surströmming,−1299.15.00,−1269.47.00,6087.46.00,−89702.24.00,TRUE,FALSE,1237.33.00
4953,976.41.00,−874.19.00,1942.19.00,−1657.04.00,−257.50.00,surströmming,781.04.00,179.21.00,5942.56.00,−89748.20.00,TRUE,FALSE,950.43.00
4954,858.39.00,−842.29.00,1067.11.00,−1206.31.00,−187.49.00,old-fashioned silt,−163.22.00,88.40.00,6957.17.00,−89654.13.00,FALSE,FALSE,441.28.00
4955,1641.43.00,−1556.33.00,1405.10.00,−409.21.00,−93.05.00,surströmming,−1264.10.00,−447.35.00,6019.13.00,−90118.05.00,TRUE,FALSE,620.45.00
4956,882.37.00,796.22.00,1969.16.00,−592.31.00,86.20.00,mexicansk silt,−1149.18.00,−93.03.00,6491.18.00,−90525.34.00,TRUE,FALSE,−407.22.00
4957,1276.53.00,−1426.57.00,1202.53.00,−271.02.00,−1473.36.00,surströmming,−61.49.00,−891.47.00,6924.43.00,−90516.14.00,TRUE,FALSE,599.57.00
4958,−676.23.00,562.22.00,2617.19.00,−1637.44.00,237.48.00,mustard silt,−762.00.00,698.23.00,6670.51.00,−90442.22.00,TRUE,FALSE,−1412.30.00
4959,584.51.00,−348.48.00,1133.19.00,−1389.13.00,−767.21.00,mustard silt,−573.36.00,1179.25.00,7034.42.00,−90644.08.00,TRUE,FALSE,109.43.00
4960,1003.18.00,−1094.14.00,1823.51.00,−1761.02.00,−741.38.00,surströmming,1298.21.00,−1289.39.00,6484.34.00,−90140.21.00,TRUE,FALSE,556.38.00
4961,461.54.00,1101.48.00,1913.31.00,−185.17.00,758.17.00,mustard silt,−553.28.00,436.28.00,6274.34.00,−90478.13.00,TRUE,FALSE,−1483.27.00
4962,1552.23.00,−1141.32.00,1878.57.00,−1597.37.00,−845.42.00,mustard silt,−1279.48.00,239.10.00,5854.25.00,−89608.25.00,TRUE,FALSE,555.23.00
4963,597.50.00,908.30.00,1522.02.00,−650.29.00,333.03.00,silt med onions,642.41.00,−88.59.00,5670.07.00,−90246.02.00,TRUE,FALSE,−1545.17.00
4964,201.51.00,−160.52.00,1468.14.00,−557.19.00,−687.03.00,surströmming,−1468.10.00,−712.43.00,6479.39.00,−90599.25.00,TRUE,FALSE,282.58.00
4965,494.51.00,975.58.00,1572.12.00,−1441.27.00,481.29.00,mustard silt,278.55.00,1595.02.00,6082.32.00,−89491.01.00,TRUE,FALSE,−1671.57.00
4966,633.00.00,912.23.00,1845.22.00,−436.17.00,341.34.00,old-fashioned silt,1068.35.00,48.37.00,6564.58.00,−89870.08.00,TRUE,FALSE,−1290.57.00
4967,923.48.00,−687.35.00,1790.01.00,−1537.13.00,−1512.41.00,surströmming,−1644.11.00,−851.00.00,5735.55.00,−90507.34.00,TRUE,FALSE,1561.54.00
4968,761.13.00,−841.55.00,1125.34.00,−789.59.00,−186.32.00,mustard silt,−173.36.00,−767.19.00,7082.53.00,−90326.52.00,FALSE,FALSE,595.49.00
4969,319.33.00,−506.55.00,2556.42.00,−1628.28.00,−1115.13.00,mexicansk silt,−318.41.00,−456.17.00,6064.09.00,−90758.18.00,TRUE,FALSE,49.26.00
4970,390.48.00,1487.20.00,1048.24.00,−303.38.00,1606.28.00,mustard silt,1449.04.00,−501.25.00,6691.04.00,−89368.58.00,TRUE,FALSE,−1306.27.00
4971,1362.53.00,−1491.17.00,2000.36.00,−1113.28.00,−1615.09.00,surströmming,−1063.24.00,1153.00.00,5658.27.00,−90332.43.00,FALSE,FALSE,302.25.00
4972,743.40.00,1015.44.00,1123.12.00,−284.01.00,568.57.00,mustard silt,1140.13.00,−1166.56.00,6054.35.00,−90146.18.00,TRUE,FALSE,−282.48.00
4973,112.57.00,117.44.00,2614.41.00,−1484.32.00,259.01.00,mustard silt,419.51.00,−256.30.00,5582.20.00,−89950.05.00,TRUE,FALSE,1407.59.00
